headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
'THE US VS. THEM DEBATE IS LONG DEAD',1981-08-11,article,Letter,Editorial Desk,Opinion,"['United States Politics and Government', 'Intelligence Services', 'COMMUNIST-WESTERN RELATIONS', 'UNITED STATE INTERNATIONAL RELATIONS', 'Politics and Government', 'DISCLOSURE OF INFORMATION']",https://www.nytimes.com/1981/08/11/opinion/l-the-us-vs-them-debate-is-long-dead-228196.html,nyt://article/551b5fa8-3f75-50d3-bdea-a442b2549e49,
It's All Gone Pete Tong,2005-04-23,article,News,None,Arts,[],https://www.nytimes.com/2005/04/23/arts/its-all-gone-pete-tong.html,nyt://article/59c246fc-54d6-5f31-b67e-6b035f282d6e,
"A Historic Discovery, in Beethoven's Own Hand",2005-10-13,article,News,The Arts/Cultural Desk,Arts,"['Music', 'Classical Music', 'Auctions', 'Manuscripts']",https://www.nytimes.com/2005/10/13/arts/music/a-historic-discovery-in-beethovens-own-hand.html,nyt://article/5d9912ec-f5f6-5303-a7f3-5cd8ed580218,By Daniel J. Wakin
‘I Get a Charge From Seeing Myself On Stage’,1972-05-28,article,Archives,None,Archives,"['Theater', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1972/05/28/archives/-i-get-a-charge-from-seeing-myself-on-stage-black-poet-and-author.html,nyt://article/65da1534-733c-5dbe-9b29-ccf3923c7e17,By Nikki Giovanni
  PAIR OF COMEDIES AT THE HARTMAN,1985-02-10,article,Review,Westchester Weekly Desk,New York,['TERMS NOT AVAILABLE'],https://www.nytimes.com/1985/02/10/nyregion/theater-pair-of-comedies-at-the-hartman.html,nyt://article/7063a74e-fe0b-5229-b333-c0b5d16d6778,By Alvin Klein
IN NAPOLEON'S FOOTSTEPS,1984-12-02,article,News,Sports Desk,Sports,['TERMS NOT AVAILABLE'],https://www.nytimes.com/1984/12/02/sports/sports-of-the-times-in-napoleon-s-footsteps.html,nyt://article/73b35e8b-814e-5647-8148-622fcabb97ad,By Ira Berkow
Amusements.,1864-11-24,article,Archives,None,Archives,[],https://www.nytimes.com/1864/11/24/archives/amusements.html,nyt://article/791645ed-4dd4-5576-b5e4-45078452e459,
Margin Cut a surprise.,1971-12-06,article,Archives,None,Archives,[],https://www.nytimes.com/1971/12/06/archives/margin-cut-a-surprise-reserves-move-during-bullish-market-may-augur.html,nyt://article/7bb0e6c0-19b3-549a-bfb5-4bf023665d99,By Terry Robards
A Tribute to Isherwood in the Land He Loved,2004-07-07,article,News,The Arts/Cultural Desk,Books,['Books and Literature'],https://www.nytimes.com/2004/07/07/books/a-tribute-to-isherwood-in-the-land-he-loved.html,nyt://article/7f5ad118-6d03-5a9c-99dd-184c8ecc7bb3,By Bernard Weinraub
Bringing the Battery Before the Orchestra,1998-03-15,article,Review,New Jersey Weekly Desk,New York,['Music'],https://www.nytimes.com/1998/03/15/nyregion/music-review-bringing-the-battery-before-the-orchestra.html,nyt://article/7f79386f-c626-5561-a84c-473671215d60,By Leslie Kandell
Goya's twilight years: Satirical and revelatory,2006-02-27,article,News,None,Arts,[],https://www.nytimes.com/2006/02/27/arts/goyas-twilight-years-satirical-and-revelatory.html,nyt://article/8b143609-d1a2-5923-8d55-3532f89a10ee,By Michael Kimmelman
"Gertrude Ederle, the First Woman to Swim Across the English Channel, Dies at 98",2003-12-01,article,Obituary; Biography,Sports Desk,Sports,"['Swimming', 'Biographical Information', 'Deaths (Obituaries)']",https://www.nytimes.com/2003/12/01/sports/gertrude-ederle-the-first-woman-to-swim-across-the-english-channel-dies-at-98.html,nyt://article/8d7f8338-4cfd-5a33-839c-b804abb404eb,By Richard Severo
Shifting Winds Upstage New Flight Pattern at Newark Airport,1998-03-16,article,News,Metropolitan Desk,New York,"['AIRLINES AND AIRPLANES', 'Noise', 'AIR TRAFFIC CONTROL']",https://www.nytimes.com/1998/03/16/nyregion/shifting-winds-upstage-new-flight-pattern-at-newark-airport.html,nyt://article/9069ac9e-471c-5493-9256-0e2a47ab8e0d,By Andy Newman
Democrats Fail to Kill the Tax Rise That Doomed Them,1992-01-12,article,News,Week in Review Desk,Week in Review,"['Taxation', 'Finances', 'Budgets and Budgeting']",https://www.nytimes.com/1992/01/12/weekinreview/the-region-democrats-fail-to-kill-the-tax-rise-that-doomed-them.html,nyt://article/94d2ae27-96e1-59b8-bd75-9591cd99a689,By Jerry Gray
‘The Puppy Diaries’,2011-10-13,article,First Chapter,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2011/10/13/books/excerpt-the-puppy-diaries-by-jill-abramson.html,nyt://article/96116262-6b4c-556a-9c21-51bf7cb55efc,By Jill Abramson
"THEATER REVIEW;Carol Burnett, Game and Goofy, Opens the Season",1995-10-02,article,Review,Cultural Desk,Theater,"['Reviews', 'Theater']",https://www.nytimes.com/1995/10/02/theater/theater-review-carol-burnett-game-and-goofy-opens-the-season.html,nyt://article/967495fb-e09c-5983-b865-e3a56cce1a21,By Vincent Canby
DATA ON FLAHERTY IS SENT TO DODGE; Blanshard Reveals One of Men on Police Eligible List Is Stone Deaf.,1935-05-24,article,Archives,None,Archives,['EMPLOYES AND OFFICIALS'],https://www.nytimes.com/1935/05/24/archives/data-on-flaherty-is-sent-to-dodge-blanshard-reveals-one-of-men-on.html,nyt://article/98692cbd-a8a8-579a-839b-39ff6772486b,
Books of The Times; Growing Up Amid the Conflicts of Ideology and Life,1994-01-26,article,Review,Cultural Desk,Books,['BOOK REVIEWS'],https://www.nytimes.com/1994/01/26/books/books-of-the-times-growing-up-amid-the-conflicts-of-ideology-and-life.html,nyt://article/9ba52212-5b61-51bd-8eb6-cfdc12ecea3e,By Margo Jefferson
AMONG THE GOLDEN BOUGHS,1988-03-06,article,Review,Book Review Desk,Books,['BOOK REVIEWS'],https://www.nytimes.com/1988/03/06/books/among-the-golden-boughs.html,nyt://article/9eadb0c3-ba2c-5a2d-95a0-430359d75a40,By James Boon
On Conquering Fear,2015-04-03,article,Op-Ed,Editorial,Opinion,"['Jews and Judaism', 'Fear (Emotion)', 'Passover', 'Torah', 'Books and Literature']",https://www.nytimes.com/2015/04/03/opinion/david-brooks-on-conquering-fear.html,nyt://article/a00d5405-0c1d-5887-a110-65051e213ceb,By David Brooks
"After ‘Zonked,’ ‘Zapped’",1970-01-18,article,Archives,None,Archives,[],https://www.nytimes.com/1970/01/18/archives/after-zonked-zapped-after-zonked-zapped.html,nyt://article/a4582630-55be-51f5-92af-ddb809d81e3e,By Arnold M. Auerbach
"Goya, Unflinching, Defied Old Age",2006-02-24,article,Review,Leisure/Weekend Desk,Arts,"['Museums', 'Art']",https://www.nytimes.com/2006/02/24/arts/design/goya-unflinching-defied-old-age.html,nyt://article/b39c6964-0092-54e5-aacf-a5418a2237c4,By Michael Kimmelman
MANICURES? WHAT WOULD MAO SAY?,1987-04-11,article,News,Foreign Desk,World,['Social Conditions and Trends'],https://www.nytimes.com/1987/04/11/world/beijing-journal-manicures-what-would-mao-say.html,nyt://article/b4713ddb-2d41-5ccd-8249-87901ec8d36b,"By Nicholas D. Kristof, Special To the New York Times"
A bomb on the beach,2008-06-05,article,News,IHT News,Opinion,[],https://www.nytimes.com/2008/06/05/opinion/05iht-edspence.1.13495535.html,nyt://article/b659e248-73cf-5fff-8840-1d0bd88ca375,By Chris Spence
"AIR TRIP RESTORES HEARING; Swift Drop of 5,700 Feet Cures Man Who Was Nearly Stone Deaf.",1925-02-25,article,Archives,None,Archives,['Deafness'],https://www.nytimes.com/1925/02/25/archives/air-trip-restores-hearing-swift-drop-of-5700-feet-cures-man-who-was.html,nyt://article/b6db453b-7281-5134-bfa1-ada72827ec98,
`Now Generation’ Can't Afford Price of Forgetting,1971-01-11,article,Archives,None,Archives,"['Children and Youth', 'BEHAVIOR AND TRAINING', 'SOCIAL CONDITIONS AND WELFARE']",https://www.nytimes.com/1971/01/11/archives/now-generation-cant-afford-price-of-forgetting.html,nyt://article/bc95238a-b9c8-5afd-b149-11a6409d11f6,By Loren C. Eiseley
What He Thought Was Funny Was Funny,1972-01-16,article,Archives,None,Archives,"['Theater', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1972/01/16/archives/what-he-thought-was-funny-was-funny-why-he-makes-us-laugh.html,nyt://article/bc958301-dfe4-5081-b942-a0e58071d77f,By Walter Kerr
‘City Boy’,2009-09-30,article,First Chapter,Culture,Books,['Books and Literature'],https://www.nytimes.com/2009/09/30/books/excerpt-city-boy.html,nyt://article/bd189190-4c55-5125-91b7-2a31c046a52a,By Edmund White
Theater: ‘Look to the Lilies’ Begins Its Run at Lunt‐Fontanne,1970-03-30,article,Archives,None,Archives,"['Theater', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1970/03/30/archives/theater-look-to-the-lilies-begins-its-run-at-luntfontanne-2.html,nyt://article/be014601-0c8f-5182-9bf1-fe762c9f67f3,By Clive Barnes
CRIME,2004-03-28,article,Review,Book Review Desk,Books,"['Reviews', 'Books and Literature']",https://www.nytimes.com/2004/03/28/books/crime-844551.html,nyt://article/c74383d0-e1b8-5515-934a-c956ffa6c2b1,By Marilyn Stasio
Soggy Day in Venice Town,1970-07-12,article,Archives,None,Archives,"['Art', 'SHOWS', 'VENICE BIENNIAL']",https://www.nytimes.com/1970/07/12/archives/soggy-day-in-venice-town-soggy-day-in-venice.html,nyt://article/cf0a264e-e32c-5fb2-a0c6-7791882b238b,By Frederic Tuten
A Pro and a Con,1978-04-15,article,Archives,None,Archives,[],https://www.nytimes.com/1978/04/15/archives/a-pro-and-a-con.html,nyt://article/d1ecb8c4-25d3-54ad-b682-a10dc95821e2,By William O'Rourke
"BASEBALL: The Sweetest Sound of All; McDougald, Yankee Star of 50's, Can Hear Again After Operation",1995-01-04,article,Biography,Sports Desk,Sports,"['Baseball', 'Deafness', 'HEALTH, PERSONAL', 'Surgery and Surgeons']",https://www.nytimes.com/1995/01/04/sports/baseball-sweetest-sound-all-mcdougald-yankee-star-50-s-can-hear-again-after.html,nyt://article/d28685b8-2880-563f-9477-2e1cf03ee617,By Ira Berkow
"Beethoven manuscript, lost 115 years, is found",2005-10-13,article,News,None,World,[],https://www.nytimes.com/2005/10/13/world/europe/beethoven-manuscript-lost-115-years-is-found.html,nyt://article/d433cfc2-26bd-5604-b6f2-ad0d9a6ec6d9,By Daniel J. Wakin
Books of The Time's,1977-04-15,article,Archives,None,Archives,['BOOK REVIEWS'],https://www.nytimes.com/1977/04/15/archives/new-jersey-weekly-books-of-the-times.html,nyt://article/d6d512b1-8b4b-521a-b9ff-25c8e82b3910,By John Leonard
Bringing Forth Monsters,2003-11-23,article,Review,Book Review Desk,Books,"['Reviews', 'Books and Literature']",https://www.nytimes.com/2003/11/23/books/bringing-forth-monsters.html,nyt://article/ddd19b7f-ab75-555d-91f6-b4db70a0fd54,By Jenny Uglow
THE PRIVATE HEMINGWAY,1981-02-15,article,News,Magazine Desk,Magazine,"['Writing and Writers', 'Books and Literature']",https://www.nytimes.com/1981/02/15/magazine/the-private-hemingway.html,nyt://article/df375eb5-54eb-506f-a924-594ba1a476fe,
Handmaiden to a Maestro and Midwife to His Symphony,2006-11-10,article,Review,"Movies, Performing Arts/Weekend Desk",Arts,"['MOTION PICTURES', 'Reviews']",https://www.nytimes.com/2006/11/10/movies/handmaiden-to-a-maestro-and-midwife-to-his-symphony.html,nyt://article/e55b8546-72f4-5693-9800-709a7454ba6a,By Manohla Dargis
Deaf Truck Driver's Roadblock is a Federal Rule,1988-11-06,article,News,National Desk,U.S.,"['Deafness', 'Trucks and Trucking']",https://www.nytimes.com/1988/11/06/us/deaf-truck-driver-s-roadblock-is-a-federal-rule.html,nyt://article/ef27806e-1003-5f04-8cd5-52eab8d28764,"By Lyn Riddle, Special To the New York Times"
