headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
China Exerts Influence Nurtured Over Decades,2011-12-20,article,News,Foreign,World,['International Relations'],https://www.nytimes.com/2011/12/21/world/asia/china-exerts-influence-nurtured-over-decades.html,nyt://article/7214131a-aab9-53b6-8599-178faf6e6eb2,By Edward Wong
China Exerts Influence Nurtured Over Decades,2011-12-19,article,News,Foreign,World,[],https://www.nytimes.com/2011/12/20/world/asia/china-moves-to-ensure-stability-in-north-korea.html,nyt://article/f3b21010-7809-5ff1-ad40-ba97ebde9d4c,By Edward Wong
Pop and Rock Listings for Sept. 16-22,2011-09-15,article,Schedule,Weekend,Arts,['Prudential Center (Newark)'],https://www.nytimes.com/2011/09/16/arts/music/pop-and-rock-listings-for-sept-16-22.html,nyt://article/19ecb3fe-f7a2-588f-a6af-0fa8b700e605,
U.S. to Sell G.M. Stake Over Time,2010-09-16,article,News,Business,Business Day,['Automobiles'],https://www.nytimes.com/2010/09/17/business/17auto.html,nyt://article/a6b3dbbc-ff27-5eba-ab06-8e6a836e1144,By Bill Vlasic
"Smart Dust? Not Quite, but We’re Getting There",2010-01-30,article,News,SundayBusiness,Business Day,"['Science and Technology', 'Sensors', 'Computers and the Internet']",https://www.nytimes.com/2010/01/31/business/31unboxed.html,nyt://article/3a8d82d8-2f61-5bad-938d-e492190b7982,By Steve Lohr
Winning Oscars and Demolishing Celebrities With Ricky Gervais: Part 1,2009-03-25,article,News,Culture,Arts,[],https://artsbeat.blogs.nytimes.com/2009/03/25/winning-oscars-and-demolishing-celebrities-with-ricky-gervais-part-1/,nyt://article/16957d3c-f0b0-5b7b-9f58-f48fc0bede01,By Dave Itzkoff
Holocaust Films That Redeem Germans,2009-02-10,article,News,,Week in Review,[],https://ideas.blogs.nytimes.com/2009/02/10/holocaust-films-that-redeem-germans/,nyt://article/c5430c72-71d7-566b-b583-67c05b1b6269,By Tom Kuntz
"Two Heads Together, Playing as One",2008-09-19,article,Review,Arts&Leisure,Arts,['Jazz'],https://www.nytimes.com/2008/09/21/arts/music/21play.html,nyt://article/c6c91727-7896-5a24-b4c5-80784b025687,By Nate Chinen
Some Chartmakers to Be: Metal Gods and Idols Past,2008-09-06,article,Schedule,Arts&Leisure,Arts,['Rock Music'],https://www.nytimes.com/2008/09/07/arts/music/07wpoplist.html,nyt://article/127e4f8f-1eac-5f21-a8be-83a1af70e12e,By The New York Times
Navigating Life With Humor and Bewilderment,2008-01-08,article,News,Culture,Arts,"['Families and Family Life', 'MOTION PICTURES', 'Autism', 'Medicine and Health', ""Asperger's Syndrome""]",https://www.nytimes.com/2008/01/08/arts/television/08gott.html,nyt://article/8263c364-9e76-52c1-8841-054492f1189c,By Felicia R. Lee
Quad Q&A: Ian and Chrissy Johnson,2007-10-12,article,News,,Sports,[],https://thequad.blogs.nytimes.com/2007/10/12/quad-qa-ian-and-chrissy-johnson/,nyt://article/f9a101e3-e3c0-5692-9753-85e38e6d86fd,By Pete Thamel
A tarnished Marion Jones couldn't outrun the truth,2007-10-05,article,News,IHT News,Sports,[],https://www.nytimes.com/2007/10/05/sports/05iht-jones.4.7773387.html,nyt://article/35c6af7e-0ce7-55a3-9770-cafdde0ff2ed,By Harvey Araton
A tarnished Marion Jones couldn't outrun the truth,2007-10-05,article,News,IHT News,Sports,[],https://www.nytimes.com/2007/10/05/sports/05iht-jones.1.7767370.html,nyt://article/52da1900-9db4-53dd-8e1a-39a06233b987,By Harvey Araton
A Tarnished Golden Girl Can’t Outrun the Truth,2007-10-05,article,News,Sports,Sports,"['Olympic Games', 'Steroids']",https://www.nytimes.com/2007/10/05/sports/othersports/05araton.html,nyt://article/6a0fa610-97fd-5f7d-b87f-36300aacce97,By Harvey Araton
Baltimore's revival stalled by housing downturn,2007-10-04,article,News,IHT News,Business Day,[],https://www.nytimes.com/2007/10/04/business/worldbusiness/04iht-baltimore.1.7748241.html,nyt://article/b632dd50-5b59-5362-9237-cf24b556ba16,By Louis Uchitelle
"For Baltimore, Housing Slump Slows a Revival",2007-10-04,article,News,Business,Business Day,"['Area Planning and Renewal', 'Economic Conditions and Trends', 'Housing']",https://www.nytimes.com/2007/10/04/business/04baltimore.html,nyt://article/87f3b299-2d2f-5c1d-83ee-b1587e270f72,By Louis Uchitelle
A Boycott Built on Bias,2007-06-17,article,Op-Ed,Editorial,Opinion,"['International Relations', 'Palestinians', 'Education and Schools', 'Colleges and Universities', 'ANTI-SEMITISM', 'Boycotts']",https://www.nytimes.com/2007/06/17/opinion/17friedman.html,nyt://article/d6ffc021-30c5-5c41-94a4-bdf909fb8aea,By Thomas L. Friedman
‘Bass Madness’,2006-11-05,article,First Chapter,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2006/11/05/books/chapters/1105-1st-schu.html,nyt://article/e8a00401-0117-5f5e-8b48-9219157f82e3,By Ken Schultz
"‘The Worthy’
",2006-07-23,article,News,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2006/07/23/books/chapters/0723-1st-clark.html,nyt://article/51443601-2828-54cd-bdc4-c330b6520c1a,By Will Clarke
Easter Island: The dream at the end of the world,2006-05-01,article,News,IHT News,Travel,[],https://www.nytimes.com/2006/05/01/travel/01iht-web.0501albee.html,nyt://article/8874559a-57c7-51c0-a21e-668c2f446e70,By Edward Albee
Easter Island: The Dream at the End of the World,2006-04-30,article,News,Travel Desk,Travel,['Travel and Vacations'],https://www.nytimes.com/2006/04/30/travel/easter-island-the-dream-at-the-end-of-the-world.html,nyt://article/af5d427b-899b-5e76-9dc5-f9a473d944d8,By Edward Albee
Easter Island: The Dream at the End of the World,2006-04-30,article,News,Travel,Travel,['Travel and Vacations'],https://www.nytimes.com/2006/04/30/travel/30easter.html,nyt://article/7fda20c5-9bbb-574b-b493-9559348d53d2,By EDWARD ALBEE
Unsafe airlines blacklist advances in Europe,2005-12-05,article,News,None,Travel,[],https://www.nytimes.com/2005/12/05/travel/unsafe-airlines-blacklist-advances-in-europe.html,nyt://article/6eaae183-d630-5b33-b744-6b7446f9f1c2,
A Disc That Offers a Spin Through the Youth Subculture of a City,2005-12-04,article,News,Travel Desk,Travel,['Travel and Vacations'],https://www.nytimes.com/2005/12/04/travel/a-disc-that-offers-a-spin-through-the-youth-subculture-of-a-city.html,nyt://article/8306afde-dae7-5c28-bd74-a88a6f4034f3,By Austin Considine
Chicago Mayor Is Questioned in Federal Corruption Inquiry,2005-08-27,article,News,National Desk,U.S.,[],https://www.nytimes.com/2005/08/27/us/chicago-mayor-is-questioned-in-federal-corruption-inquiry.html,nyt://article/ec494d45-c6af-5c1e-877e-2f5523cc1c8b,By Jodi Wilgoren
Wal-Mart disappoints with earnings report,2005-08-17,article,News,None,Business Day,[],https://www.nytimes.com/2005/08/17/business/worldbusiness/walmart-disappoints-with-earnings-report.html,nyt://article/4e5ba93c-716b-5b0f-9193-698b6ae51f1a,By Roben Farzad
Profit Slows for Wal-Mart as Oil Prices Crimp Sales,2005-08-17,article,News,Business/Financial Desk,Business Day,"['Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)', 'Company Reports', 'RETAIL STORES AND TRADE']",https://www.nytimes.com/2005/08/17/business/profit-slows-for-walmart-as-oil-prices-crimp-sales.html,nyt://article/6d4195c0-be62-56c8-9cdc-a124e6d854fe,By Roben Farzad
Wal-Mart Says Oil Prices Held Down Profits for Quarter,2005-08-16,article,News,Business,Business Day,['Company Reports'],https://www.nytimes.com/2005/08/16/business/walmart-says-oil-prices-held-down-profits-for-quarter.html,nyt://article/0175ac61-cc62-5cdc-923c-f5efb8ec15be,By Roben Farzad
A Complicated Issue Approached From All Sides,2004-07-18,article,News,Television,Arts,['Television'],https://www.nytimes.com/2004/07/18/tv/cover-story-a-complicated-issue-approached-from-all-sides.html,nyt://article/e3bc5c63-1c12-5376-8940-0d6936efd87e,By Hugh Hart
LETTERS TO THE EDITOR,2004-04-29,article,,IHT News,Opinion,[],https://www.nytimes.com/2004/04/29/opinion/IHT-letters-to-the-editor-94152019335.html,nyt://article/5e9ff47b-10df-52fb-8a4e-1a32647a44d4,", International Herald Tribune"
Israel and the Palestinians : What have Bush and Sharon wrought?,2004-04-26,article,,IHT News,Opinion,[],https://www.nytimes.com/2004/04/26/opinion/IHT-israel-and-the-palestinians-what-have-bush-and-sharon-wrought.html,nyt://article/640af83f-8610-55d0-a956-79f4d7cc2bcf,"By Henry Siegman, International Herald Tribune"
Losing Our Edge?,2004-04-22,article,Op-Ed,Editorial Desk,Opinion,"['Relocation of Business', 'Tax Deductions', 'Science and Technology']",https://www.nytimes.com/2004/04/22/opinion/losing-our-edge.html,nyt://article/0345db5b-99f1-5dc0-8a01-698d31ed6dd2,By Thomas L. Friedman
"For Africa's Deaf and Blind, AIDS Is an Unknown Language",2004-03-28,article,News,Foreign Desk,World,"['ACQUIRED IMMUNE DEFICIENCY SYNDROME', 'Deafness', 'ADVERTISING AND MARKETING', 'Sex Crimes', 'Finances', 'Blindness', 'Sign Language', 'Handicapped']",https://www.nytimes.com/2004/03/28/world/for-africa-s-deaf-and-blind-aids-is-an-unknown-language.html,nyt://article/e39b2a78-93d1-5739-9806-8f5ce3ffe5ab,By Marc Lacey
Townshend of the Who Placed on Register of Sex Offenders,2003-05-07,article,News,Arts / Music,Arts,['PORNOGRAPHY AND OBSCENITY'],https://www.nytimes.com/2003/05/07/arts/music/townshend-of-the-who-placed-on-register-of-sex-offenders.html,nyt://article/2cfa9014-f5b5-5f20-a548-3c5e778abadd,By Warren Hoge
"Pete Townshend, the Who's Guitarist, Is Arrested",2003-01-14,article,News,Foreign Desk,World,"['Music', 'Child Abuse and Neglect', 'Biographical Information', 'PORNOGRAPHY AND OBSCENITY', 'Computers and the Internet']",https://www.nytimes.com/2003/01/14/world/pete-townshend-the-who-s-guitarist-is-arrested.html,nyt://article/df09e321-7316-59af-9597-9212021f16ea,By Warren Hoge
Look Away,2002-12-08,article,News,The City Weekly Desk,New York,[],https://www.nytimes.com/2002/12/08/nyregion/new-york-observed-look-away.html,nyt://article/8f92e8bc-59a1-563d-9583-8abeefed813b,By Siri Hustvedt
Report Finds U.S. Unprepared for Next Terrorist Attack,2002-10-25,article,News,Foreign Desk,World,"['World Trade Center (NYC)', 'Refineries', 'AIRLINES AND AIRPLANES', 'Oil (Petroleum) and Gasoline', 'Ports', 'Hijacking', 'Security and Warning Systems', 'Electric Light and Power', 'ATOMIC ENERGY', 'FACTORIES AND INDUSTRIAL PLANTS', 'Terrorism']",https://www.nytimes.com/2002/10/25/world/threats-responses-gaps-security-report-finds-us-unprepared-for-next-terrorist.html,nyt://article/d0d975fe-26cf-5b5a-8fa5-587d15e462bd,By James Dao
Abuse Victim Is Suspicious About Timing Of Apology,2002-04-11,article,News,Metropolitan Desk,New York,"['Sex Crimes', 'Child Abuse and Neglect', 'Priests', 'Suits and Litigation']",https://www.nytimes.com/2002/04/11/nyregion/abuse-victim-is-suspicious-about-timing-of-apology.html,nyt://article/c49cfbfa-bab4-5bf8-bcd9-34a1936f3078,By Andy Newman
"Walls Talk, But Their Story Has Changed; A Home to Immigrants Now Draws Trendsetters",2000-11-13,article,News,Metropolitan Desk,New York,"['Housing', 'Area Planning and Renewal']",https://www.nytimes.com/2000/11/13/nyregion/walls-talk-but-their-story-has-changed-home-immigrants-now-draws-trendsetters.html,nyt://article/33ff8c74-25e3-5096-8c84-aa99cb7d5732,By Tina Kelley
The Big City; Standing Fans Of the Opera Mourn Queen,2000-10-31,article,News,Metropolitan Desk,New York,"['Biographical Information', 'Opera']",https://www.nytimes.com/2000/10/31/nyregion/the-big-city-standing-fans-of-the-opera-mourn-queen.html,nyt://article/e5428279-a53f-500b-9f04-090fa678aa0a,By John Tierney
"1925:Dump Soldier : IN OUR PAGES:100, 75 AND 50 YEARS AGO",2000-03-23,article,,IHT News,Opinion,[],https://www.nytimes.com/2000/03/23/opinion/IHT-1925dump-soldier-in-our-pages100-75-and-50-years-ago.html,nyt://article/579082ed-8fb0-5217-9b9f-8309de21b6d3,", International Herald Tribune"
Footnotes,1999-11-21,article,News,Magazine Desk,Magazine,"['Music', 'APPAREL']",https://www.nytimes.com/1999/11/21/magazine/footnotes.html,nyt://article/4ce2727e-3e1c-5b3b-a32b-a36774fc86dd,By S.s. Fair2
Empty Tables and Full Memories; Lines Are Gone at Fabled Cafeteria on Way to Catskills,1999-08-30,article,News,Metropolitan Desk,New York,"['Cafeterias', 'JEWS', 'Surveys and Series', 'Restaurants']",https://www.nytimes.com/1999/08/30/nyregion/empty-tables-full-memories-lines-are-gone-fabled-cafeteria-way-catskills.html,nyt://article/0e4de539-cc41-5939-b184-92b4fa9c2c81,By Joseph Berger
View From Abroad: U.S. Policy Sapped by Scandal,1998-09-25,article,An Analysis; News Analysis,Foreign Desk,World,"['United States International Relations', 'Ethics']",https://www.nytimes.com/1998/09/25/world/view-from-abroad-us-policy-sapped-by-scandal.html,nyt://article/ee19a180-38c4-5789-9bb7-e2fb57b98eda,By R. W. Apple Jr
Harper's Bazaar is moving to increase ad pages with a new Web site and television campaign.,1998-03-05,article,News,Business/Financial Desk,Business Day,"['COMPUTERS AND INFORMATION SYSTEMS', 'ADVERTISING', 'Television', 'INTERNET AND WORLD WIDE WEB']",https://www.nytimes.com/1998/03/05/business/media-business-advertising-harper-s-bazaar-moving-increase-ad-pages-with-new-web.html,nyt://article/c13a9410-a43e-582c-9135-7b8ed04e5d51,By Jane L. Levere
Love Letter,1997-03-23,article,News,Magazine Desk,Magazine,"['MOTION PICTURES', 'Academy Awards (Oscars)', 'Awards, Decorations and Honors']",https://www.nytimes.com/1997/03/23/magazine/love-letter.html,nyt://article/d8eb4e1f-541d-5c98-8adc-bc71f26234f8,By Marjorie Rosen
"In Serbian Leader's Home, Corruption Is Corrosive",1996-11-29,article,News,Foreign Desk,World,['Politics and Government'],https://www.nytimes.com/1996/11/29/world/in-serbian-leader-s-home-corruption-is-corrosive.html,nyt://article/0fb4337f-e498-55df-805f-38fd7fbb3806,By Chris Hedges
German Court Upholds Laws to Restrict Aliens,1996-05-15,article,News,Foreign Desk,World,"['Asylum (Political)', 'IMMIGRATION AND REFUGEES', 'Decisions and Verdicts']",https://www.nytimes.com/1996/05/15/world/german-court-upholds-laws-to-restrict-aliens.html,nyt://article/a0f578dd-f7ea-54a7-ba84-5988f135b6f0,By Alan Cowell
"After 25 Years, What Is 'Tommy'?",1996-03-13,article,,IHT News,Style,[],https://www.nytimes.com/1996/03/13/style/IHT-after-25-years-what-is-tommy.html,nyt://article/ffded5ac-9d93-5760-8250-1a08ea56a958,"By Sheridan Morley, International Herald Tribune"
'Tommy' Takes to German Stage,1995-05-03,article,,IHT News,Style,[],https://www.nytimes.com/1995/05/03/style/IHT-tommy-takes-to-german-stage.html,nyt://article/f7052dc1-5cea-53be-a74d-0b3b61560772,"By Brandon Mitchener, International Herald Tribune"
Offenbach Sets the Stage for an Economic Revival : 'Pinball Wizard' Goes to Germany,1994-11-01,article,,IHT News,Business Day,[],https://www.nytimes.com/1994/11/01/business/worldbusiness/IHT-offenbach-sets-the-stage-for-an-economic-revival.html,nyt://article/d23341d5-e108-5acd-aed1-a75f3b9a1a87,"By Brandon Mitchener, International Herald Tribune"
'I Shall Come Out All Right From This Hell',1994-07-03,article,Review,Book Review Desk,Books,['BOOK REVIEWS'],https://www.nytimes.com/1994/07/03/books/i-shall-come-out-all-right-from-this-hell.html,nyt://article/918aca0f-06ae-5199-bbf4-342c377d4aed,By Gillian Beer
METRO DIGEST,1994-04-25,article,Summary,Metropolitan Desk,New York,['NO INDEX TERMS'],https://www.nytimes.com/1994/04/25/nyregion/metro-digest-885851.html,nyt://article/559057ed-7b28-52d3-84e4-7d09099d909d,
Seaside Resort Is Accused of Housing Bias,1994-04-25,article,News,Metropolitan Desk,New York,"['SPANISH-SPEAKING GROUPS (US)', 'Housing', 'Discrimination']",https://www.nytimes.com/1994/04/25/nyregion/seaside-resort-is-accused-of-housing-bias.html,nyt://article/e9c5847c-eb2a-51b8-a54c-5949867ef604,By Jon Nordheimer
"The New Pinball: Music, Lights, Voices",1994-01-28,article,News,Weekend Desk,Arts,['Pinball Machines'],https://www.nytimes.com/1994/01/28/arts/the-new-pinball-music-lights-voices.html,nyt://article/e9f4c186-fd56-5566-965f-2e24e51927d7,By William Grimes
"In the 90's, 'Tommy' Plays a Fancier Pinball",1993-07-18,article,Review,Arts & Leisure Desk,Theater,"['RECORDINGS (AUDIO)', 'Reviews', 'Theater']",https://www.nytimes.com/1993/07/18/theater/recordings-view-in-the-90-s-tommy-plays-a-fancier-pinball.html,nyt://article/7debed1e-23af-5ede-8e5c-5b9f9ab07965,By Ken Tucker
Editorial Notebook: Deconstructing 'Tommy'; Watch for the Reagan Touches,1993-07-06,article,Editorial,Editorial Desk,Opinion,"['Nineteen Hundred Sixties', 'Editorials', 'Drug Abuse and Traffic', 'Theater']",https://www.nytimes.com/1993/07/06/opinion/editorial-notebook-deconstructing-tommy-watch-for-the-reagan-touches.html,nyt://article/1d2ff0e0-07b7-55d9-8d3d-e6794fae8be6,By Brent Staples
"SUNDAY VIEW: Visions of Heaven -- and of Hell; Angels in Americs -- An Epic, All Right, But It's the Details And Future That Count",1993-05-16,article,Review,Arts & Leisure Desk,Theater,"['Reviews', 'Theater']",https://www.nytimes.com/1993/05/16/theater/sunday-view-visions-heaven-hell-angels-americs-epic-all-right-but-it-s-details.html,nyt://article/987da4df-91b9-5167-9094-297c761fe15c,By David Richards
The Man Who Reinvented the Who's 'Tommy',1993-05-09,article,Biography,Arts & Leisure Desk,Theater,['Theater'],https://www.nytimes.com/1993/05/09/theater/theater-the-man-who-reinvented-the-who-s-tommy.html,nyt://article/41f4243f-85d9-56e6-81ef-efa76e73908d,By Janet Maslin
Critic's Notebook; Damping 60's Fire of 'Tommy' for 90's Broadway,1993-04-27,article,Review,Cultural Desk,Theater,['Theater'],https://www.nytimes.com/1993/04/27/theater/critic-s-notebook-damping-60-s-fire-of-tommy-for-90-s-broadway.html,nyt://article/85ae00ec-5b17-53f5-b69f-f85f7a685a31,By Jon Pareles
Review/Theater: Tommy; Capturing Rock-and-Roll and the Passions of 1969,1993-04-23,article,Review,Weekend Desk,Theater,"['Reviews', 'Theater']",https://www.nytimes.com/1993/04/23/theater/review-theater-tommy-capturing-rock-and-roll-and-the-passions-of-1969.html,nyt://article/eb57204d-dfdf-5681-be70-3d5a87ddfd54,By Frank Rich
'Tommy' and His Father Reach Broadway,1993-03-28,article,News,Arts & Leisure Desk,Theater,['Theater'],https://www.nytimes.com/1993/03/28/theater/theater-tommy-and-his-father-reach-broadway.html,nyt://article/aabb049c-6e37-53da-be6a-4eb8cfdab697,By Jon Pareles
Two Clown Princes Prove Comedy King,1993-03-07,article,Review,Arts & Leisure Desk,Theater,"['Reviews', 'Theater']",https://www.nytimes.com/1993/03/07/theater/sunday-view-two-clown-princes-prove-comedy-king.html,nyt://article/9cad05d3-d55c-5b3e-a6c6-69a15c35f701,By David Richards
Technology; Coming Soon: The PC With Ears,1992-08-30,article,News,Financial Desk,Business Day,"['Voice Recognition Systems', 'PERSONAL COMPUTERS', 'DATA PROCESSING (COMPUTERS)']",https://www.nytimes.com/1992/08/30/business/technology-coming-soon-the-pc-with-ears.html,nyt://article/32c370d3-464d-55bb-a569-1a8d6a341bf1,By Robert E. Calem
Ban the Bard,1991-07-28,article,Review,Book Review Desk,Books,['BOOK REVIEWS'],https://www.nytimes.com/1991/07/28/books/ban-the-bard.html,nyt://article/d40f5fe7-ac10-58f7-a314-337d5f8dcb9c,By Ariel Dorfman
D'Amato Holds Forum For No-Show Accusers,1991-05-03,article,News,Metropolitan Desk,New York,"['Television', 'Documentary Films and Programs', 'Ethics']",https://www.nytimes.com/1991/05/03/nyregion/d-amato-holds-forum-for-no-show-accusers.html,nyt://article/a006d9c4-cc54-500d-8bb8-6e97099bc642,By Suzanne Daley
The Brawley Battlefield,1990-07-29,article,Review,Book Review Desk,Books,['BOOK REVIEWS'],https://www.nytimes.com/1990/07/29/books/the-brawley-battlefield.html,nyt://article/91cdbe5a-8f64-5a43-9565-a5401d331116,By Ellen Goodman
A Actress In Love With Risk,1989-09-17,article,News,Arts and Leisure Desk,Theater,['Theater'],https://www.nytimes.com/1989/09/17/theater/a-actress-in-love-with-risk.html,nyt://article/519cd96a-544d-5290-89d9-ce8ff37bbd28,By Benedict Nightingale
HIGH PRIEST OF THE PIANO,1989-08-20,article,Review,Book Review Desk,Books,['BOOK REVIEWS'],https://www.nytimes.com/1989/08/20/books/high-priest-of-the-piano.html,nyt://article/d4b4348e-7880-5858-a440-3d7d983b2e91,By Leon Botstein
"Review/Rock; The Who, Reunited, Performs 'Tommy'",1989-06-29,article,Review,Cultural Desk,Arts,"['Rock Music', 'Music', 'CONCERTS AND RECITALS']",https://www.nytimes.com/1989/06/29/arts/review-rock-the-who-reunited-performs-tommy.html,nyt://article/d01383af-149f-50b2-a2a5-aec9f1ee7cbc,By Jon Pareles
An Actress Who Reads the Soul of Fugard,1988-04-10,article,News,Arts and Leisure Desk,Theater,['Theater'],https://www.nytimes.com/1988/04/10/theater/an-actress-who-reads-the-soul-of-fugard.html,nyt://article/ba3d5bcf-3ea1-5c42-bd08-6e44ceb49550,By Laurie Winer
ON LANGUAGE,1987-04-12,article,News,Magazine Desk,Magazine,['English Language'],https://www.nytimes.com/1987/04/12/magazine/on-language.html,nyt://article/e1ceed3e-7a4d-5cf2-bb6a-3156c7b7b0c1,By William Safire
IMPACT OF AIDS: PATTERNS OF HOMOSEXUAL LIFE CHANGING,1985-07-22,article,News,Style Desk,Style,"['LIFE STYLES', 'ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS)', 'Homosexuality']",https://www.nytimes.com/1985/07/22/style/impact-of-aids-patterns-of-homosexual-life-changing.html,nyt://article/20e14aee-0229-57b5-be26-5116a056c960,By Glenn Collins
What's Happened to Conscience?,1985-07-03,article,Op-Ed,Editorial Desk,Opinion,"['Social Conditions and Trends', 'Ethics', 'Defense Contracts', 'UNITED STATES ARMAMENT AND DEFENSE', 'Checks and Checking Accounts', 'Banks and Banking']",https://www.nytimes.com/1985/07/03/opinion/whats-happened-to-conscience.html,nyt://article/a339b6ac-e6f7-5258-9d86-fa228e7844b1,By Charles Ansell
COLUMBIA NEGOTIATORS FAIL TO GAIN ACCORD ON PROTEST,1985-04-20,article,News,Metropolitan Desk,New York,"['Foreign Investments', 'Demonstrations and Riots']",https://www.nytimes.com/1985/04/20/nyregion/columbia-negotiators-fail-to-gain-accord-on-protest.html,nyt://article/8a91b4a5-f3b7-5b33-b898-9234de7f0dfe,
THE BIRTH AND SLOW ACCEPTANCE OF 'JOE EGG',1985-03-24,article,Interview,Arts and Leisure Desk,Theater,['Theater'],https://www.nytimes.com/1985/03/24/theater/the-birth-and-slow-acceptance-of-joe-egg.html,nyt://article/8f122868-2c52-53d7-8129-b72ff31001a9,By Benedict Nightingale London
"OF CANNIBALS, PAID VACATIONS AND TALKING DOGS",1984-09-09,article,Review,Book Review Desk,Books,['TERMS NOT AVAILABLE'],https://www.nytimes.com/1984/09/09/books/of-cannibals-paid-vacations-and-talking-dogs.html,nyt://article/18432c8c-5ffe-5ec2-a8dc-2d1ebab8e8a2,By A. D. Nuttall
