headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
The Screen in Review; Redgrave Ties 'Green Scarf' in Knots,1955-01-15,article,Review,,Archives,['MOTION PICTURES'],https://www.nytimes.com/1955/01/15/archives/the-screen-in-review-redgrave-ties-green-scarf-in-knots.html,nyt://article/048c1bcc-b380-5f13-af86-ea24a347de6a,By Bosley Crowther
What’s On TV Friday,2014-07-25,article,Schedule,Weekend,Arts,[],https://www.nytimes.com/2014/07/25/arts/television/whats-on-tv-friday.html,nyt://article/04c4dba5-10d8-5814-a9e7-e2c95faa1844,By Kathryn Shattuck
SYMPATHY OF DEAF-MUTES.,1881-08-26,article,Archives,None,Archives,[],https://www.nytimes.com/1881/08/26/archives/sympathy-of-deafmutes.html,nyt://article/050b5414-713a-56f7-b705-3237ce30d574,
CONFERENCE OF DEAF-MUTE CLERGY.,1889-10-07,article,Archives,None,Archives,[],https://www.nytimes.com/1889/10/07/archives/conference-of-deafmute-clergy.html,nyt://article/05300403-17d6-5acc-85c9-7045fb13446c,
"For Injured Workers, a Costly Legal Swamp",2009-03-31,article,Series,Metro,New York,"['Medicine and Health', ""Workers' Compensation Insurance"", 'LABOR']",https://www.nytimes.com/2009/03/31/nyregion/31comp.html,nyt://article/0596d429-ef6f-553a-8b51-c41f33ff30fc,By N. R. Kleinfield and Steven Greenhouse
Festival: Two Films From Rivette,1974-10-08,article,Archives,None,Archives,"['MOTION PICTURES', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1974/10/08/archives/festival-two-films-from-rivette-out-onespectre-is-long-and.html,nyt://article/05a3ade0-b90f-566a-9652-4eb8d5aea9f4,By Nora Sayre
Deaf Mute Cleared In Killing.,1930-10-28,article,Archives,None,Archives,[],https://www.nytimes.com/1930/10/28/archives/deaf-mute-cleared-in-killing.html,nyt://article/05fa9c3c-fdd6-5ab3-92e5-34f0bd6606ef,
OBJECT TO FILM PROFANITY.; Deaf Mute Lip Readers Say Picture Show Actors Use Vile Language.,1910-12-13,article,Archives,None,Archives,['MOTION PICTURES'],https://www.nytimes.com/1910/12/13/archives/object-to-film-profanity-deaf-mute-lip-readers-say-picture-show.html,nyt://article/06128d00-867f-5ff8-b0e8-4e78dc5027e1,
A Film of One’s Own,2006-09-03,article,News,Magazine,Magazine,"['MOTION PICTURES', 'ACTORS AND ACTRESSES', 'Biographical Information', 'Women']",https://www.nytimes.com/2006/09/03/magazine/a-film-of-ones-own.html,nyt://article/0618f97a-de72-58a9-ade6-7ad3b5ef7605,By Lynn Hirschberg
Stiff Upper Lip,1999-12-26,article,Review,Book Review Desk,Books,"['Reviews', 'Books and Literature']",https://www.nytimes.com/1999/12/26/books/stiff-upper-lip.html,nyt://article/062cd7a8-bff2-5ba4-bd6a-0db428621bfa,By Susan Shapiro
Deaf Mute Gets Pilot's License,1946-06-27,article,Archives,None,Archives,"['DEAFNESS AND DEAF MUTES', 'AERONAUTICS', 'EDUCATION AND TRAINING']",https://www.nytimes.com/1946/06/27/archives/deaf-mute-gets-pilots-license.html,nyt://article/0638dc8a-9739-5975-b80a-063f0749da2d,
"NEW PUBLICATIONS.; SYBELLE, AND OTHER POEMS. By L. New-York: CARLSTON, Publisher, No. 130 Grand-street, (late RUDD & CARLETON.) 1862.",1862-04-09,article,Archives,None,Archives,[],https://www.nytimes.com/1862/04/09/archives/new-publications-sybelle-and-other-poems-by-l-newyork-carlston.html,nyt://article/064af9c3-3973-5693-80d4-c4f4395480d2,
DEAF-MUTES ORDAINED PREISTS.,1883-10-15,article,Archives,None,Archives,[],https://www.nytimes.com/1883/10/15/archives/deafmutes-ordained-preists.html,nyt://article/065f5847-2def-5224-9e0a-73bcf068b5ea,
$50–Million Newark Aid Plan Is Voted by Jersey Legislature,1970-12-19,article,Archives,None,Archives,['Local Government'],https://www.nytimes.com/1970/12/19/archives/50million-newark-aid-plan-is-voted-by-jersey-legislature.html,nyt://article/06a6b555-f9f0-58c1-a0ec-ce8204b63813,By Ronald. Sullivan;Special to The New York Times
The Uses of a Young Art at a Devastating Moment,2000-05-07,article,News,Arts and Leisure Desk,Arts,['Photography'],https://www.nytimes.com/2000/05/07/arts/the-uses-of-a-young-art-at-a-devastating-moment.html,nyt://article/0723d141-69a5-55d0-91d9-60e2f2c5d9d6,By Richard B. Woodward
DITMAR AND A STOMACH PUMP.; Extraordinary Experience of a Brooklyn Deaf Mute Who Forgot to Brush His Clothes. ,1897-08-19,article,Archives,None,Archives,[],https://www.nytimes.com/1897/08/19/archives/ditmar-and-a-stomach-pump-extraordinary-experience-of-a-brooklyn.html,nyt://article/0726ea2d-443b-53ac-bc81-2ef727702e86,
Life on the Battlefield,2013-09-20,article,News,,Opinion,"['Books and Literature', 'Civil War (US) (1861-65)']",https://opinionator.blogs.nytimes.com/2013/09/20/life-on-the-battlefield/,nyt://article/073352f6-33c3-5c9c-99e7-8ee9e329f2c8,By Carole Emberton
Association for the Improved Instruction of Deaf Mutes Annual Meeting Last Night.,1871-01-25,article,Archives,None,Archives,['MISCELLANEOUS'],https://www.nytimes.com/1871/01/25/archives/association-for-the-improved-instruction-of-deaf-mutes-annual.html,nyt://article/07383efc-4e9d-5ee3-a0d8-636a791a6be9,
Acupuncture Helps the Deaf in China,1971-07-04,article,Archives,None,Archives,"['Medicine and Health', 'DEAFNESS AND DEAF-MUTES', 'ACUPUNCTURE']",https://www.nytimes.com/1971/07/04/archives/acupuncture-helps-the-deaf-in-china.html,nyt://article/078d3a87-fa28-5589-9c3d-2b9e282bf454,By Audrey Topping Special to The New York Times
The Retarded and the Volunteer Helpers‐They Need Each Other,1971-11-27,article,Archives,None,Archives,['MENTAL DEFICIENCY AND DEFECTIVES'],https://www.nytimes.com/1971/11/27/archives/the-retarded-and-the-volunteer-helpers-they-need-each-other.html,nyt://article/07cebf1c-04a4-549f-8da4-267ce69ec9f2,
"Russian Story, German Director, Hollywood Film",2009-11-13,article,News,Arts&Leisure,Movies,"['DVD (Digital Versatile Disc)', 'Movies']",https://www.nytimes.com/2009/11/15/movies/homevideo/15kehr.html,nyt://article/083dcf0f-3922-5f09-9cf3-8b9eb2d66f34,By Dave Kehr
SPEECH FOR DEAF-MUTES; TEACHERS OF ARTICULATION MET FOR COUNSEL.,1884-06-26,article,Archives,None,Archives,[],https://www.nytimes.com/1884/06/26/archives/speech-for-deafmutes-teachers-of-articulation-met-for-counsel.html,nyt://article/08568a7a-4488-56c7-88e1-5f0708fa57c4,
Children’s Books,2006-12-03,article,Review,BookReview,Books,"['Books and Literature', 'Children and Youth']",https://www.nytimes.com/2006/12/03/books/review/Spires.t.html,nyt://article/08660285-e37e-556d-9e9b-43d9444ede84,By Elizabeth Spires
"BANQUET OF THE SILENT.; One Hundred Deaf Mutes ""Addressed"" at a London Dinner.",1908-08-09,article,Archives,None,Archives,[],https://www.nytimes.com/1908/08/09/archives/banquet-of-the-silent-one-hundred-deaf-mutes-addressed-at-a-london.html,nyt://article/08b2f197-fbd0-5e4b-bbbe-7f591154fb06,
When Repression Was a Muse,2011-07-21,article,Review,Weekend,Arts,['Art'],https://www.nytimes.com/2011/07/22/arts/design/ostalgia-at-new-museum-focuses-on-soviet-bloc-review.html,nyt://article/09782983-cb69-5dc8-8789-9d82384e1911,By Holland Cotter
"RITES IN SIGN LANGUAGE.; Service Held for E, J. Willetses and Daughter, Deaf Mutes.",1936-01-08,article,Archives,None,Archives,['DEAFNESS AND DEAF MUTES'],https://www.nytimes.com/1936/01/08/archives/rites-in-sign-language-service-held-for-e-j-willetses-and-daughter.html,nyt://article/09a5bf7d-ca76-557f-a422-0e4387026ecb,
HUNTING REYNARD IN NEW-JERSEY.; A SHORT BUT EXCITING RACE RUNNING AFTER A PORTION OF A DEAD FOX THE SPORT SPOILED BY BADLY-TRAINED DOGS. ALBANY LUMBERMEN SWINDLED. A DEAF-MUTE SUPERINTENDENT.,1875-11-26,article,Archives,None,Archives,[],https://www.nytimes.com/1875/11/26/archives/hunting-reynard-in-newjersey-a-short-but-exciting-race-running.html,nyt://article/09c927fb-dbd0-5893-94e7-c48be1ecdf62,
Deaf-Mutes of 14 Nations At London Church Service,1935-08-19,article,Archives,None,Archives,['DEAFNESS AND DEAF MUTES'],https://www.nytimes.com/1935/08/19/archives/deafmutes-of-14-nations-at-london-church-service.html,nyt://article/09d97423-9036-5888-acae-e3a88cb46f28,By the Associated Press
PROCEEDINGS OF THE LEGISLATURE.; ASSEMBLY.,1863-04-07,article,Archives,None,Archives,[],https://www.nytimes.com/1863/04/07/archives/proceedings-of-the-legislature-assembly.html,nyt://article/0a3afb7a-b368-5847-a4e5-830c39e29d16,
"American Topics : Some Words Are Off Limits, Newspaper Decrees (Suggests)",1993-12-01,article,,IHT News,Archives,[],https://www.nytimes.com/1993/12/01//IHT-american-topics-some-words-are-off-limits-newspaper-decrees-suggests.html,nyt://article/0a52a802-c228-5e94-8334-70c8945a5a6b,"By Arthur Higbee, International Herald Tribune"
DEAF MUTES GRADUATED.; 7 Pupils and 9 Women Teachers Get Diplomas at Jewish School.,1930-06-14,article,Archives,None,Archives,[],https://www.nytimes.com/1930/06/14/archives/deaf-mutes-graduated-7-pupils-and-9-women-teachers-get-diplomas-at.html,nyt://article/0aa84b48-0fa8-5ce1-9bc5-f44df480bf9d,
‘Miami Babylon’,2009-12-24,article,First Chapter,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2009/12/27/books/excerpt-miami-babylon.html,nyt://article/0b272c84-b48e-52fd-a328-f62a1bc95c90,By Gerald Posner
Deaf Mutes View Fight Films To Interpret Descamps's Words,1922-12-28,article,Archives,None,Archives,[],https://www.nytimes.com/1922/12/28/archives/deaf-mutes-view-fight-films-to-interpret-descampss-words.html,nyt://article/0b47b7ed-8a4c-5978-8cfe-8bd16d157c09,"Copyright, 1922, by the New York Times Company. Special Cable To the New York Times"
"Screen: 'My Hobo,' a Tale of Japan:Comedy Is Combined With Philosophy Movie by Matsuyama at Toho Cinema",1963-07-24,article,Review,,Archives,['MOTION PICTURES'],https://www.nytimes.com/1963/07/24/archives/screen-my-hobo-a-tale-of-japancomedy-is-combined-with-philosophy.html,nyt://article/0b4f03c1-ce5d-52fc-85a3-21bbd5846d48,By A.h. Weiler
"GENERAL CITY NEWS.; Fire in Houston-street. Lecture on Art, by Mr. Page. New-York Sanitary Association. Police Reports.",1860-11-03,article,Archives,None,Archives,[],https://www.nytimes.com/1860/11/03/archives/general-city-news-fire-in-houstonstreet-lecture-on-art-by-mr-page.html,nyt://article/0b5c9653-5122-5dd6-84cc-9a59e7b5941a,
A return to 'The Cuckoo's Nest',2004-09-28,article,News,None,Fashion & Style,[],https://www.nytimes.com/2004/09/28/style/a-return-to-the-cuckoos-nest.html,nyt://article/0bec7f63-b2bb-5056-8871-d679a04f00af,By Matt Wolf
America's Shame in Vietnam Continues,1997-06-12,article,Letter,Editorial Desk,Opinion,['Vietnam War'],https://www.nytimes.com/1997/06/12/opinion/l-america-s-shame-in-vietnam-continues-593702.html,nyt://article/0bf0bd45-ab2b-571a-82d1-f923e9a26024,
DEAF-MUTE CONVICTED.; Given Fourteen-Year Sentence for Murder -- Cannot Read or Write.,1903-01-24,article,Archives,None,Archives,[],https://www.nytimes.com/1903/01/24/archives/deafmute-convicted-given-fourteenyear-sentence-for-murder-cannot.html,nyt://article/0c17cb58-6d61-5f87-9835-d2fadd33806e,
2 OHIO SLAYERS SPARED; Death Sentences of Deaf-Mute Brothers Are Commuted,1958-11-15,article,Archives,None,Archives,[],https://www.nytimes.com/1958/11/15/archives/2-ohio-slayers-spared-death-sentences-of-deafmute-brothers-are.html,nyt://article/0e1182e9-2c91-580e-bed3-ff348fff5708,
Immigration Angst,1997-07-23,article,Op-Ed,Editorial Desk,Opinion,"['ILLEGAL ALIENS', 'Deafness', 'IMMIGRATION AND REFUGEES']",https://www.nytimes.com/1997/07/23/opinion/immigration-angst.html,nyt://article/0e465e16-4630-5f8a-b136-8d4306ba1f1d,By Alan Wolfe
Luminous Fables in a Land of Loss,2011-03-10,article,Review,Weekend,Books,['Books and Literature'],https://www.nytimes.com/2011/03/11/books/the-tigers-wife-by-tea-obreht-book-review.html,nyt://article/0e516782-7a39-5681-87ea-70b309464e20,By Michiko Kakutani
Biography of Helen Keller Opens at Guild Theatre; Miss Cornell Narrates 'The Unconquered',1954-06-16,article,Review,amusements,Archives,['MOTION PICTURES'],https://www.nytimes.com/1954/06/16/archives/biography-of-helen-keller-opens-at-guild-theatre-miss-cornell.html,nyt://article/0e53ce6d-d28e-59f0-8b85-8ae00d9a2dd7,By Bosley Crowther
What Happens to an Architect,1993-04-07,article,,IHT News,Style,[],https://www.nytimes.com/1993/04/07/style/IHT-what-happens-to-an-architect.html,nyt://article/0e7a8e59-64f3-5f04-8943-7356793b4b9d,"By Thomas Quinn Curtiss, International Herald Tribune"
"From a Mental Hospital, a Cinematic Mexico",2007-01-21,article,News,Arts&Leisure,Arts,['Art'],https://www.nytimes.com/2007/01/21/arts/design/21shattuck.html,nyt://article/0f6d0641-29fe-5b87-aae4-0bf451453f0f,By Kathryn Shattuck
Aphrodisiacs? Search This Medieval Islamic Encyclopedia,2016-10-07,article,Review,BookReview,Books,"['Books and Literature', 'Muslims and Islam']",https://www.nytimes.com/2016/10/09/books/review/shihab-al-din-al-nuwayri-ultimate-ambition-in-the-arts-of-erudition.html,nyt://article/0f95d71a-19f6-5a17-a08e-648e9ddaff65,By Kanishk Tharoor
A DEAF-MUTE'S JEALOUSY.,1886-12-26,article,Archives,None,Archives,[],https://www.nytimes.com/1886/12/26/archives/a-deafmutes-jealousy.html,nyt://article/0fabed99-3b4a-53f4-9f0d-642bce223a4e,
WHEELS IN WADING RIVER.; Development of an Aggrieved Deaf-mute's War Against Bicycles on the Sidewalks.,1897-10-16,article,Archives,None,Archives,[],https://www.nytimes.com/1897/10/16/archives/wheels-in-wading-river-development-of-an-aggrieved-deafmutes-war.html,nyt://article/0fb043cd-c6ed-502a-8487-f79f5907d9bf,
Sharon to Keep Israeli Troops in Gaza Until Attacks Stop,2004-10-03,article,News,International / Middle East,World,[],https://www.nytimes.com/2004/10/03/international/middleeast/sharon-to-keep-israeli-troops-in-gaza-until-attacks.html,nyt://article/100b9ba9-dddf-5a56-8e89-206e9f300bd9,By Greg Myre
FUNERAL SERVICE FOR DR. THOMAS GALLAUDET; Bishop Potter's Address on the Career of the Clergyman. The Last Tributes to the Friend of Deaf-Mutes -- The Address interpreted to the Afflicted by the Venerable Dr. Chamberlain.,1902-08-30,article,Archives,None,Archives,[],https://www.nytimes.com/1902/08/30/archives/funeral-service-for-dr-thomas-gallaudet-bishop-potters-address-on.html,nyt://article/1013e3ae-5c3c-53be-be56-4e03df1ed29e,
A DEAF-MUTE'S CRIME AND SENTENCE.,1879-03-24,article,Archives,None,Archives,[],https://www.nytimes.com/1879/03/24/archives/a-deafmutes-crime-and-sentence.html,nyt://article/1019aa1c-0344-5d54-8fbf-b845c9cf062c,
A DEAF-MUTE KILLED ON THE TRACK.,1885-05-20,article,Archives,None,Archives,[],https://www.nytimes.com/1885/05/20/archives/a-deafmute-killed-on-the-track.html,nyt://article/104778d1-493a-56ee-8c94-abb5e6722384,
MOVIE GUIDE : Dobermann,1997-07-04,article,,IHT News,Style,[],https://www.nytimes.com/1997/07/04/style/IHT-movie-guide-dobermann.html,nyt://article/104d5000-a4f2-5524-9af9-67924647517a,"By Joan Dupont, International Herald Tribune"
"MARRY IN SIGN LANGUAGE. i uuuu; Principals, Preacher and Attendants ! in Newark Wedding Deaf-Mutes.",1923-07-29,article,Archives,None,Archives,['MARRIAGE AND MARRIAGES'],https://www.nytimes.com/1923/07/29/archives/marry-in-sign-language-i-uuuu-principals-preacher-and-attendants-in.html,nyt://article/107901f3-d033-5da2-ac4e-fc98f3630bb0,
ART GUIDE,2002-10-18,article,Schedule,Leisure/Weekend Desk,Arts,[],https://www.nytimes.com/2002/10/18/arts/art-guide.html,nyt://article/1092f749-364d-5a3a-b492-44f9f40c272f,
Little Films on Little Screens (but Both Seem Set to Grow),2007-03-18,article,News,Arts&Leisure,Movies,"['MOTION PICTURES', 'Computers and the Internet', 'Recordings and Downloads (Video)', 'Documentary Films and Programs']",https://www.nytimes.com/2007/03/18/movies/18robi.html,nyt://article/10a27dd1-66f3-5b8d-a058-563e22fdf06a,By NOAH ROBISCHON
Deaf Man Suffers A Loss of Memory In Bronx Mugging,1973-05-10,article,Archives,None,Archives,['Robberies and Thefts'],https://www.nytimes.com/1973/05/10/archives/deaf-man-suffers-a-loss-of-memory-in-bronx-mugging.html,nyt://article/11187f7f-0738-5058-9e2c-a184631098c0,
SEEKS AID AS FATHER DIES.; Deaf-Mute Tries in Vain to Tell Neighbors of Parent's Suicide.,1928-04-16,article,Archives,None,Archives,['SUICIDES'],https://www.nytimes.com/1928/04/16/archives/seeks-aid-as-father-dies-deafmute-tries-in-vain-to-tell-neighbors.html,nyt://article/1122564f-18f4-5dda-ab9d-a3fd2cbe2722,Special to The New York Times
Deaf Mute Tries to Tell of Seeing Murder; Ridiculed Until York Girl's Body Is Found,1927-11-13,article,Archives,None,Archives,"['MURDERS', 'SHOOTING', 'SHOOTING']",https://www.nytimes.com/1927/11/13/archives/deaf-mute-tries-to-tell-of-seeing-murder-ridiculed-until-york-girls.html,nyt://article/11af70de-26dc-5a00-a152-10a39704cef8,Special to The New York Times
TO HELP DEAF-MUTES.,1885-05-01,article,Archives,None,Archives,[],https://www.nytimes.com/1885/05/01/archives/to-help-deafmutes.html,nyt://article/11dd8fab-427c-5af9-a015-8032374cb6df,
"In Vietnam, Telling Stories About 'All of Us'",2002-08-11,article,News,Arts and Leisure Desk,Theater,"['Children and Youth', 'Theater']",https://www.nytimes.com/2002/08/11/theater/theater-in-vietnam-telling-stories-about-all-of-us.html,nyt://article/11de2e14-835b-5e44-abb6-8554f25b7e3e,By Ron Jenkins
ACCIDENT TO A DEAF MUTE.,1873-10-07,article,Archives,None,Archives,[],https://www.nytimes.com/1873/10/07/archives/accident-to-a-deaf-mute.html,nyt://article/1209f53f-74f4-5976-b30f-15c79b105f84,
"GOVERNOR GETS TIP FROM A DEAF MUTE; State Maintains and Erects Buildings for a Private Institution at Malone. HAS NO OWNERSHIP TITLE Over $100,000 of the People's Money Spent Upon It -- Hughes Making Investigation.",1907-03-07,article,Archives,None,Archives,[],https://www.nytimes.com/1907/03/07/archives/governor-gets-tip-from-a-deaf-mute-state-maintains-and-erects.html,nyt://article/1259f63d-60f5-56ea-af64-35f5653c2f1b,Special to The New York Times
Should There Be an Inquisition for the Pope?,2010-03-31,article,Op-Ed,Editorial,Opinion,"['Sex Crimes', 'Cardinals (Roman Catholic Prelates)', 'Child Abuse and Neglect']",https://www.nytimes.com/2010/03/31/opinion/31dowd.html,nyt://article/1269f03f-145e-5237-a058-e6c1b79a3849,By Maureen Dowd
"2 ROBBERS TORTURE DEAF-MUTE IN FLAT; Bind and Gag Helpless Man and Then Give Him the ""Water Cure""' BECAUSE HE DIDN'T SPEAK The Man Found Unconscious by His Brother-in-Law -- Victim Writes of Robbers' Work.",1907-05-04,article,Archives,None,Archives,[],https://www.nytimes.com/1907/05/04/archives/2-robbers-torture-deafmute-in-flat-bind-and-gag-helpless-man-and.html,nyt://article/127317b4-fc91-5769-9cc5-7a0177bfad3b,
NEW-JERSEY SCHOOL FOR DEAF-MUTES.,1885-06-24,article,Archives,None,Archives,[],https://www.nytimes.com/1885/06/24/archives/newjersey-school-for-deafmutes.html,nyt://article/12aef674-028e-5f58-bb95-150720039bb9,
Deaf Mute Found Dead by Road.,1933-08-11,article,Archives,None,Archives,[],https://www.nytimes.com/1933/08/11/archives/deaf-mute-found-dead-by-road.html,nyt://article/12f4d0d4-c1c6-5840-8d8b-c7f46eb1241d,Special to THE NEW YORK TIMES
NEW HOME FOR DEAF-MUTES.; Gallaudet Structure Near New Hamburg Formally Opened.,1903-06-04,article,Archives,None,Archives,[],https://www.nytimes.com/1903/06/04/archives/new-home-for-deafmutes-gallaudet-structure-near-new-hamburg.html,nyt://article/12f9fb80-6a18-5b3e-987c-e4be8b1aa2a6,
EPHPHETA SUNDAY MARKED; Fifty Deaf Mutes Hear Sermon Preached in Sign Language.,1936-08-17,article,Archives,None,Archives,"['DEAFNESS AND DEAF MUTES', 'Festivals', 'DEAFNESS AND DEAF MUTES']",https://www.nytimes.com/1936/08/17/archives/ephpheta-sunday-marked-fifty-deaf-mutes-hear-sermon-preached-in.html,nyt://article/135b39c5-a800-50c2-8632-cb490679d227,
...And the Young Flew Over the Cuckoo's Nest,1971-10-03,article,Archives,None,Archives,[],https://www.nytimes.com/1971/10/03/archives/-and-the-young-flew-over-the-cuckoos-nest-flying-over-the-cuckoos.html,nyt://article/1363a1e1-b58e-5079-96c6-d43f1b0c6445,By Walter Kerr
"3 POLICEMEN BATTLE DEAF-MUTES IN DARK; Summoned to Catch Burglar, They Are Mistaken for Thieves",1942-05-09,article,Archives,None,Archives,['DEAFNESS AND DEAF MUTES'],https://www.nytimes.com/1942/05/09/archives/3-policemen-battle-deafmutes-in-dark-summoned-to-catch-burglar-they.html,nyt://article/13652ab2-51e5-5dfb-a74b-e93fb451ba26,
"GIFTS TO NEEDIEST SURPASS RECORD; Total of $573,342 Exceeds 1961 Mark of $572,816 --$12,322 Sent in Day INFIRM AID THE APPEAL Man, 94, a Sclerosis Victim and a Deaf Mute Make Contributions to Fund Not Indifferent to Others DAY'S CONTRIBUTIONS",1962-01-23,article,Archives,None,Archives,[],https://www.nytimes.com/1962/01/23/archives/gifts-to-neediest-surpass-record-total-of-573342-exceeds-1961-mark.html,nyt://article/1389d1a3-6258-54d9-89cf-a412357830fa,
LETTERS TO THE EDITOR.; THE NATIONAL HOME FOR AGED AND INFIRM DEAF MUTES.,1875-09-01,article,Archives,None,Archives,[],https://www.nytimes.com/1875/09/01/archives/letters-to-the-editor-the-national-home-for-aged-and-infirm-deaf.html,nyt://article/14139295-eed0-51eb-adf0-c1dc58b6a5f9,
Dance in Review,1992-10-12,article,Review,Cultural Desk,Arts,"['Reviews', 'Dancing']",https://www.nytimes.com/1992/10/12/arts/dance-in-review-361092.html,nyt://article/143680a6-725a-527b-99c6-0a3a99683595,By Anna Kisselgoff
Deaf Mutes Safest Drivers,1940-08-06,article,Archives,None,Archives,"['Automobiles', 'DEAFNESS AND DEAF MUTES']",https://www.nytimes.com/1940/08/06/archives/deaf-mutes-safest-drivers.html,nyt://article/1450cdd9-67e1-592c-a55d-b7b466c7017e,
THE CITY GOVERNMENT.; THE BOARD OF COUNCILMEN. THE AWNING POST WAR--CHARGES AGAINST THE CORPORATION ATTORNEY--THE DECEASED CLERK.,1860-06-02,article,Archives,None,Archives,[],https://www.nytimes.com/1860/06/02/archives/the-city-government-the-board-of-councilmen-the-awning-post.html,nyt://article/14870270-0265-5b57-a33e-eb5b264116a0,
