headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
NEW-JERSEY.; Luisignani to be Executed May 1--The Deaf and Dumb Commission--Soldiers' Monument.,1873-04-23,article,Archives,None,Archives,[],https://www.nytimes.com/1873/04/23/archives/newjersey-luisignani-to-be-executed-may-1the-deaf-and-dumb.html,nyt://article/046c3775-8b17-574e-88a2-17460daff0a1,
STAMPS,1979-12-30,article,Archives,None,Archives,['STAMPS COVERS AND CACHETS (POSTAL)'],https://www.nytimes.com/1979/12/30/archives/stamps-us-program-for-1980.html,nyt://article/058f65a9-7bd5-5112-8aa8-f8e61a9776ab,
Quarterly Examination of Pupils at Pupils at the Deaf and Dumb Institute.,1852-11-20,article,Archives,None,Archives,[],https://www.nytimes.com/1852/11/20/archives/quarterly-examination-of-pupils-at-pupils-at-the-deaf-and-dumb.html,nyt://article/05d0b3fd-d711-5841-b025-aac709ce9271,
A KILLER STALKS IN 'EYES OF A STRANGER',1981-03-27,article,Review,Weekend Desk,Movies,"['MOTION PICTURES', 'Reviews']",https://www.nytimes.com/1981/03/27/movies/a-killer-stalks-in-eyes-of-a-stranger.html,nyt://article/0744d95f-816d-5a06-a88d-59570a303941,By Janet Maslin
College of Physicians and Surgeons; FIFTY-FOURTH ANNUAL COMMENCEMENT.,1861-03-15,article,Archives,None,Archives,[],https://www.nytimes.com/1861/03/15/archives/college-of-physicians-and-surgeons-fiftyfourth-annual-commencement.html,nyt://article/0878f879-2437-5f71-9d25-12469a57ed62,
CHILDREN'S BOOKS,1981-01-18,article,Review,Book Review Desk,Books,['Books and Literature'],https://www.nytimes.com/1981/01/18/books/children-s-books-228012.html,nyt://article/098ce584-79bc-56e1-a896-ce64cbcef803,
On Genius: Developing a Life of Intellect,2013-06-07,article,Review,Weekend,Theater,['Theater'],https://www.nytimes.com/2013/06/07/theater/reviews/sontag-reborn-at-new-york-theater-workshop.html,nyt://article/09c643c4-abe2-5b3f-a96b-806bc8d63ee4,By Charles Isherwood
Topics ; Learning by Example,1984-08-28,article,Editorial,Editorial Desk,Opinion,['TERMS NOT AVAILABLE'],https://www.nytimes.com/1984/08/28/opinion/topics-learning-by-example.html,nyt://article/0a79fd5d-54a4-5fc3-8b20-6fbb3e1e9120,
Discophobia,1979-07-10,article,Archives,None,Archives,"['Music', 'DISCOTHEQUES']",https://www.nytimes.com/1979/07/10/archives/discophobia.html,nyt://article/0b38cdfa-227b-569b-9a2d-49455464ac64,By Robert Vare
"GENERAL CITY NEWS.; Fire in Houston-street. Lecture on Art, by Mr. Page. New-York Sanitary Association. Police Reports.",1860-11-03,article,Archives,None,Archives,[],https://www.nytimes.com/1860/11/03/archives/general-city-news-fire-in-houstonstreet-lecture-on-art-by-mr-page.html,nyt://article/0b5c9653-5122-5dd6-84cc-9a59e7b5941a,
OUT-DOOR SPORTS.; Base Ball. Cricket. Opening of the First Hebrew Free School. The State Census.,1865-06-17,article,Archives,None,Archives,"['MISCELLANEOUS', 'JEWS']",https://www.nytimes.com/1865/06/17/archives/outdoor-sports-base-ball-cricket-opening-of-the-first-hebrew-free.html,nyt://article/0daa70f9-017b-52b3-829e-33dcb372bb72,
DEAF AND DUMB STUDENTS.,1883-05-16,article,Archives,None,Archives,[],https://www.nytimes.com/1883/05/16/archives/deaf-and-dumb-students.html,nyt://article/0e336709-40db-5609-9c2e-aa9c9d57f9da,
Empty Tables and Full Memories; Lines Are Gone at Fabled Cafeteria on Way to Catskills,1999-08-30,article,News,Metropolitan Desk,New York,"['Cafeterias', 'JEWS', 'Surveys and Series', 'Restaurants']",https://www.nytimes.com/1999/08/30/nyregion/empty-tables-full-memories-lines-are-gone-fabled-cafeteria-way-catskills.html,nyt://article/0e4de539-cc41-5939-b184-92b4fa9c2c81,By Joseph Berger
"Werner Herzog: ‘Film Is Not the Art of Scholars, But of Illiterates’",1977-09-11,article,Archives,None,Archives,"['MOTION PICTURES', 'REVIEWS AND OTHER DATA ON SPECIFIC PRODUCTIONS']",https://www.nytimes.com/1977/09/11/archives/werner-herzog-film-is-not-the-art-of-scholars-but-of-illiterates.html,nyt://article/0ea36d81-3247-5b93-8e8f-1c50989def78,By Leticia Kent
120 Students Study 2 Cultures at Italian‐American School,1979-11-14,article,Archives,None,Archives,[],https://www.nytimes.com/1979/11/14/archives/120-students-study-2-cultures-at-italian-american-school.html,nyt://article/0eb073bb-3e10-507b-a243-e3f805eba2b9,
TV: 'MISS LONELYHEARTS',1983-01-25,article,Review,Cultural Desk,Arts,"['Reviews', 'TELEVISION PROGRAMS', 'Television']",https://www.nytimes.com/1983/01/25/arts/tv-miss-lonelyhearts.html,nyt://article/0ef80869-86f5-5170-9ea1-0eb863c64aff,By Walter Goodman
"In Serbian Leader's Home, Corruption Is Corrosive",1996-11-29,article,News,Foreign Desk,World,['Politics and Government'],https://www.nytimes.com/1996/11/29/world/in-serbian-leader-s-home-corruption-is-corrosive.html,nyt://article/0fb4337f-e498-55df-805f-38fd7fbb3806,By Chris Hedges
PROCEEDINGS OF THE LEGISLATURE.; SENATE. ASSEMBLY.,1864-04-06,article,Archives,None,Archives,[],https://www.nytimes.com/1864/04/06/archives/proceedings-of-the-legislature-senate-assembly.html,nyt://article/0fb7b250-a54f-5dac-8182-97102b47c0c7,
"FROM THE SOUTH; Legislative Resources of the Rebellion. The Tax, Currency and Military Bills. HOW THE REBELS RAISE MEN AND MONEY Secret History of the Rebel Navy Department. Spirit of the Press, Miscellaneous Matters, &c. THE REBEL CONGRESS. THE MILITARY BILL. SYNOPSIS OF THE TAX BILL. GENERAL APPROPRIATION BILL.",1864-02-27,article,Archives,None,Archives,['WAR'],https://www.nytimes.com/1864/02/27/archives/from-the-south-legislative-resources-of-the-rebellion-the-tax.html,nyt://article/10150178-fa49-536c-8da8-4904c00fe026,
Knowledge Literally At Their Fingertips,2001-02-11,article,News,Arts and Leisure Desk,Books,['Books and Literature'],https://www.nytimes.com/2001/02/11/books/art-architecture-knowledge-literally-at-their-fingertips.html,nyt://article/102ac664-a03f-5402-a5a1-561cc72df252,By Rita Reif
"THE DRAFT.; THE NAMES DRAWN ON THURSDAY. Completion of the Lists of the Seventh, Ninth, Eleventh, Twelfth and Sixteenth Wards. SEVENTH WARD. NINTH WARD. THE ADDITIONAL HUNDRED PER CENT. ELEVENTH WARD. TWELFTH WARD. SIXTEENTH WARD.",1865-03-18,article,Archives,None,Archives,['WAR'],https://www.nytimes.com/1865/03/18/archives/the-draft-the-names-drawn-on-thursday-completion-of-the-lists-of.html,nyt://article/103d4090-4270-5d77-b967-894b8b90892a,
"FROM ALBANY.; Proceedings of the Legislature. The Bill Establishing a Board of Pardons. SENATE. ASSEMBLY. From Our Albany Correspondent. PUNISHMENT OF CRIME--UNCLAIMED DIVIDENDS-- SPEECH IN THE SENATE BY MR. LAWRENCE-- PROCEEDINGS IN THE ASSEMBLY--PRIVATE THEATRICALS--CAGGER IN A NEW CHARACTER, ETC.",1860-01-21,article,Archives,None,Archives,"['Politics and Government', 'Prisons and Prisoners']",https://www.nytimes.com/1860/01/21/archives/from-albany-proceedings-of-the-legislature-the-bill-establishing-a.html,nyt://article/10c4da72-b2de-5c32-b48c-bbe589d6a2e9,
MAY DAY REVELERS OVERFLOW THE PARK; Thousands of Children Romp on the Playgrounds. JOYS FOR DEAF AND DUMB Thirty-two March Over from Asylum and Have the Time of Their Lives -- Busy Day for Park Donkeys.,1905-05-07,article,Archives,None,Archives,[],https://www.nytimes.com/1905/05/07/archives/may-day-revelers-overflow-the-park-thousands-of-children-romp-on.html,nyt://article/10d64859-137e-52e7-b793-b2bb601de1d3,
"CHARLES BIERER WRIGHTSMAN, PHILANTHROPIST, IS DEAD AT 90",1986-05-28,article,Obituary,Obituary,Obituaries,"['Art', 'DEATHS']",https://www.nytimes.com/1986/05/28/obituaries/charles-bierer-wrightsman-philanthropist-is-dead-at-90.html,nyt://article/11218c1b-863b-5099-acb1-ca7412554f21,
"Economic Scene; Coca Dreams, Cocaine Reality",1991-08-14,article,News,Financial Desk,Business Day,"['COCAINE', 'UNITED STATES ARMAMENT AND DEFENSE', 'Drug Abuse and Traffic']",https://www.nytimes.com/1991/08/14/business/economic-scene-coca-dreams-cocaine-reality.html,nyt://article/11c954b3-bd6b-5be2-89ef-1cbca0e0759c,By Peter Passell
Stamps; A LOOK AT THIS YEAR'S BIGGEST OMNIBUS ISSUE,1981-11-29,article,News,Arts and Leisure Desk,Arts,"['Stamps (Postal)', 'Handicapped']",https://www.nytimes.com/1981/11/29/arts/stamps-a-look-at-this-year-s-biggest-omnibus-issue.html,nyt://article/11dc9682-7a19-55d5-a900-f2647f0fc70f,By Samuel A. Tower
The Deaf and Dumb Pupils.,1856-04-03,article,Archives,None,Archives,[],https://www.nytimes.com/1856/04/03/archives/the-deaf-and-dumb-pupils.html,nyt://article/11eb2e89-6fcd-5fcb-9e44-8b1d91d0b3f5,
"Additional from the Pacific.; MURDER OF AN EXPRESS RIDER THE LATEST MARKETS, ETC., ETC.",1860-05-23,article,Archives,None,Archives,"['Postal Service', 'Indians, American']",https://www.nytimes.com/1860/05/23/archives/additional-from-the-pacific-murder-of-an-express-rider-the-latest.html,nyt://article/11fb7fcf-8b12-51d4-aff2-6a1360effb9c,
The Nation,1972-02-06,article,Archives,None,Archives,"['AIRLINES', 'Hijacking']",https://www.nytimes.com/1972/02/06/archives/skyjacking-how-to-screen-out-the-one-with-a-gun.html,nyt://article/1235cfb1-aa17-5f3b-87f9-9663e12c1030,
Some Chartmakers to Be: Metal Gods and Idols Past,2008-09-06,article,Schedule,Arts&Leisure,Arts,['Rock Music'],https://www.nytimes.com/2008/09/07/arts/music/07wpoplist.html,nyt://article/127e4f8f-1eac-5f21-a8be-83a1af70e12e,By The New York Times
"THE STATE FINANCES.; Report of the Comptroller of the State of New-York to the Legislature. STATE OF NEW-YORK,",1860-01-04,article,Archives,None,Archives,[],https://www.nytimes.com/1860/01/04/archives/the-state-finances-report-of-the-comptroller-of-the-state-of.html,nyt://article/13876c2e-db40-5ea8-9b8f-05a3b2df1fb7,
P.O. W.'s Felt Their Mission Was to Resist,1973-04-30,article,Archives,None,Archives,['Prisoners of War'],https://www.nytimes.com/1973/04/30/archives/po-ws-felt-their-mission-was-to-resist-us-prisoners-of-war-felt-the.html,nyt://article/13b276c7-3686-53e1-91cd-6431333cfd32,By Steven V. Roberts Special to The New York Times
A Nope for Pope,2010-03-27,article,Op-Ed,Editorial,Opinion,"['Nuns', 'Sex Crimes', 'Celibacy', 'Priests', 'Child Abuse and Neglect']",https://www.nytimes.com/2010/03/28/opinion/28dowd.html,nyt://article/13d67aeb-1542-508b-b2c4-6a693f37e5b0,By Maureen Dowd
PLAYING THE DEAF AND DUMB DODGE.,1886-03-02,article,Archives,None,Archives,[],https://www.nytimes.com/1886/03/02/archives/playing-the-deaf-and-dumb-dodge.html,nyt://article/13eed068-a444-5faa-a088-63548f113b37,
"SURGICAL AND PRACTICAL OBSERVATIONS ON THE DISEASES OF THE EAR, WITH THE NEW MODE OF TREATING DEAFNESS.; TO WHICH IS ADDED AN APPENDIX. Containing a Treatise on Uatarrh and the New System of treating it BY J.E. VON EISENBERG, M.D.of No. 816 Broadway.",1863-09-03,article,Archives,None,Archives,[],https://www.nytimes.com/1863/09/03/archives/surgical-and-practical-observations-on-the-diseases-of-the-ear-with.html,nyt://article/142261e0-8122-5ca8-a68a-688704f944e4,
THE REBELLION.,1862-10-04,article,Archives,None,Archives,[],https://www.nytimes.com/1862/10/04/archives/the-rebellion.html,nyt://article/145d31ba-e1f4-5576-aff7-ccdcf3311464,
CALIFORNIA.; ARRIVAL OF THE PONY EXPRESS. Movements of the Japanese Embassy Great Excitement Regarding the Bulkhead Bill The Rush to the Washoe Mines Contiuned. LATER.,1860-04-21,article,Archives,None,Archives,[],https://www.nytimes.com/1860/04/21/archives/california-arrival-of-the-pony-express-movements-of-the-japanese.html,nyt://article/14a4e1b7-c400-585a-8083-ad7df8f37624,
Most of the Presidents from Washington to Monroe sat for him,1970-01-04,article,Archives,None,Archives,['BOOK REVIEWS'],https://www.nytimes.com/1970/01/04/archives/charles-willson-peale-most-of-the-presidents-from-washington-to.html,nyt://article/14da82b2-62a0-5c36-8af2-c84d4800ff32,By James R. Mellow
"GENERAL CITY NEWS.; DICKS AND DANIEL HARPS. ANNUAL SESSION OF THE GRAND LODGE, I.O. COUP DE SOLIEL. ARREST OF AN ESCAPED CONVICT FIGHT AND STABBING AFFRAY BETWEEN BOYS. GENERAL SESSIONS. BODY RECOVERED. UNKNOWN MAN DROWNED. THE CONTINENTAL AFLOAT. LIQUOR-DEALERS AT THE TOMBS.",1862-08-07,article,Archives,None,Archives,[],https://www.nytimes.com/1862/08/07/archives/general-city-news-dicks-and-daniel-harps-annual-session-of-the.html,nyt://article/15b60e55-d2b4-5d70-badf-75fe8b5b0d8c,
A Deaf Folk Artist Who Keenly Saw the World Around Him,2006-08-25,article,News,Weekend,Arts,"['Art', 'Museums', 'Deafness']",https://www.nytimes.com/2006/08/25/arts/design/25anti.html,nyt://article/15d83131-0995-517c-9c67-85590f586972,By Wendy Moonan
A DEAF AND DUMB PICKPOCKET.,1879-02-21,article,Archives,None,Archives,[],https://www.nytimes.com/1879/02/21/archives/a-deaf-and-dumb-pickpocket.html,nyt://article/166e99c6-6233-551e-9dc8-e8cd1431f0b7,
Tent Shelters Sounds and Spirit of an Old‐Time Revival,1972-08-25,article,Archives,None,Archives,['Pentecostal Churches'],https://www.nytimes.com/1972/08/25/archives/tent-shelters-sounds-and-spirit-of-an-oldtime-revival.html,nyt://article/168976b6-ca77-5278-87b4-b3e07d0a3cda,By Eleanor Blau
Winning Oscars and Demolishing Celebrities With Ricky Gervais: Part 1,2009-03-25,article,News,Culture,Arts,[],https://artsbeat.blogs.nytimes.com/2009/03/25/winning-oscars-and-demolishing-celebrities-with-ricky-gervais-part-1/,nyt://article/16957d3c-f0b0-5b7b-9f58-f48fc0bede01,By Dave Itzkoff
"ATHLETICS FOR DEAF-MUTES; PHYSICAL DEVELOPMENT A FEATURE AT NEW-YORK INSTITUTE. A Fine New Gymnasium to be Opened This Month, Where Regular Instruction Will Be Given -- Records of the Deaf and Dumb on Baseball Diamond and Football Gridiron -- Prof. Cook to Have Charge of the Classes -- Plan of Instruction.",1894-04-01,article,Archives,None,Archives,[],https://www.nytimes.com/1894/04/01/archives/athletics-for-deafmutes-physical-development-a-feature-at-newyork.html,nyt://article/16ea7094-f583-54dc-b4e9-4394c7e8e036,
FOREIGN ITEMS.,1865-08-27,article,Archives,None,Archives,[],https://www.nytimes.com/1865/08/27/archives/foreign-items.html,nyt://article/1708ebdd-119f-5890-a46f-f26060a270c8,
HOSPITAL FOR DEAF AND DUMB.,1902-10-05,article,Archives,None,Archives,[],https://www.nytimes.com/1902/10/05/archives/hospital-for-deaf-and-dumb.html,nyt://article/171488d3-f43e-554e-b4e2-4c0aa3d0ef5a,
"Considering Love, Loss and Jeanette Winterson",2019-10-25,article,News,BookReview,Books,"['Books and Literature', 'Writing and Writers']",https://www.nytimes.com/2019/10/25/books/review/considering-love-loss-and-jeanette-winterson.html,nyt://article/17810e8b-e7f3-5b74-aff2-3ad62e29d090,
"Screen: 'Voices,' a Deaf Teacher's Love Story:They Shall Overcome",1979-03-14,article,Review,The Living Section,Archives,['MOTION PICTURES'],https://www.nytimes.com/1979/03/14/archives/screen-voices-a-deaf-teachers-love-storythey-shall-overcome.html,nyt://article/1788ff77-8b60-595c-8b66-f751da0685dd,By Janet Maslin
ASSEMBLY.; REPORTS.,1864-03-30,article,Archives,None,Archives,[],https://www.nytimes.com/1864/03/30/archives/assembly-reports.html,nyt://article/17ba1238-057c-5233-a18e-5c9084270512,
"OF CANNIBALS, PAID VACATIONS AND TALKING DOGS",1984-09-09,article,Review,Book Review Desk,Books,['TERMS NOT AVAILABLE'],https://www.nytimes.com/1984/09/09/books/of-cannibals-paid-vacations-and-talking-dogs.html,nyt://article/18432c8c-5ffe-5ec2-a8dc-2d1ebab8e8a2,By A. D. Nuttall
WOULD NOT SEPARATE THE FAMILY; Justice Gaynor Refuses to Take Two Deaf and Dumb Boys from Their Grandmother and Aunt.,1896-02-04,article,Archives,None,Archives,['Books and Literature'],https://www.nytimes.com/1896/02/04/archives/would-not-separate-the-family-justice-gaynor-refuses-to-take-two.html,nyt://article/189ed801-5ce3-59b0-9d95-cae06d41da39,
"'Deaf and Dumb,' He Is Jailed And Cries, 'I Want My Supper'",1926-01-15,article,Archives,None,Archives,['CHARITY FRAUDS'],https://www.nytimes.com/1926/01/15/archives/deaf-and-dumb-he-is-jailed-and-cries-i-want-my-supper.html,nyt://article/18ec029c-d02a-5a61-9bf0-87687142cb50,Special to The New York Times
Pop and Rock Listings for Sept. 16-22,2011-09-15,article,Schedule,Weekend,Arts,['Prudential Center (Newark)'],https://www.nytimes.com/2011/09/16/arts/music/pop-and-rock-listings-for-sept-16-22.html,nyt://article/19ecb3fe-f7a2-588f-a6af-0fa8b700e605,
A Deaf and Dumb Man Killed.,1872-08-29,article,Archives,None,Archives,[],https://www.nytimes.com/1872/08/29/archives/a-deaf-and-dumb-man-killed.html,nyt://article/1aa2247b-cca1-5f70-8558-a700f7dc8aac,
New-York Institution for the Deaf and Dumb.,1873-05-21,article,Archives,None,Archives,"['Education', 'SCHOOLS']",https://www.nytimes.com/1873/05/21/archives/newyork-institution-for-the-deaf-and-dumb.html,nyt://article/1ae88838-2fad-5928-b78f-8944c77346a6,
"Police Trials.; BEFORE COMMISSIONERS ACTION, BERGEN AND M'MURRAY. DISMISSAL FOR FALSEHOOD. OFFICER SUSTAINED. TRANSFERRED. The Mackey Fund. The May Anniversaries. The Significance of the Dead Sea. The People's Line for Albany. Discharge of Recruits and Conscripts--Resignation of Provest-Marshals. Board of Supervisors. Arrivals in the City.",1865-05-04,article,Archives,None,Archives,"['WAR', 'MISCELLANEOUS']",https://www.nytimes.com/1865/05/04/archives/police-trials-before-commissioners-action-bergen-and-mmurray.html,nyt://article/1b632af3-459b-5814-b652-b9d1c9cfa96b,
P.O.W.'s Felt Their Mission Was to Resist,1973-04-30,article,Archives,None,Archives,[],https://www.nytimes.com/1973/04/30/archives/po-ws-felt-their-mission-was-to-resist-u-s-prisoners-of-war-felt.html,nyt://article/1bc14089-f60d-5de4-90d1-a636d2c56a73,By Steven V. Roberts Special to The New York Times
The Lonely Fight Against Belize’s Antigay Laws,2015-05-22,article,News,Magazine,Magazine,"['Homosexuality and Bisexuality', 'Discrimination']",https://www.nytimes.com/2015/05/24/magazine/the-lonely-fight-against-belizes-antigay-laws.html,nyt://article/1bc19a50-ce97-52cc-8688-16d7b5497d60,By Julia Scott
Court of General Sessions.; HEAVY SENTENCE OF ROBBERS--A WOMAN SENT TO SING SING. Capt. Rynders and Colored Captives. THE RESULT OF A HABEAS CORPUS. The German Theatre Cases. CONSTITUTIONALITY OF THE SUNDAY LAW Balm for the Brulsed. INSULTED DIGNITY AVENGED. Law of Contracts. Compromise with Creditors. The Pauper Dead Reduced Verdict. Surrogate's Court. Postponement and Leave to Amend. Decisions. SUPREME COURT CHAMBERS.,1860-11-22,article,Archives,None,Archives,[],https://www.nytimes.com/1860/11/22/archives/court-of-general-sessions-heavy-sentence-of-robbersa-woman-sent-to.html,nyt://article/1be463d4-9ee4-5a28-861e-3ec3cea4788e,
"The Deafand Dumb Asylana at Raleigh, North Carolina.; A DESERVING CHARITY.",1865-06-18,article,Archives,None,Archives,['MISCELLANEOUS'],https://www.nytimes.com/1865/06/18/archives/the-deafand-dumb-asylana-at-raleigh-north-carolina-a-deserving.html,nyt://article/1ce90b9b-e440-58c0-9cba-3772ad3f2e98,
Editorial Notebook: Deconstructing 'Tommy'; Watch for the Reagan Touches,1993-07-06,article,Editorial,Editorial Desk,Opinion,"['Nineteen Hundred Sixties', 'Editorials', 'Drug Abuse and Traffic', 'Theater']",https://www.nytimes.com/1993/07/06/opinion/editorial-notebook-deconstructing-tommy-watch-for-the-reagan-touches.html,nyt://article/1d2ff0e0-07b7-55d9-8d3d-e6794fae8be6,By Brent Staples
Searching for a Lost Odessa — and a Deaf Childhood,2018-08-09,article,News,Magazine,Magazine,"['Senses and Sensation', 'ADOPTIONS', 'Voice and Speech', 'Children and Childhood', 'Disabilities', 'Deafness', 'World War II (1939-45)', 'Hearing Aids', 'Memory', 'Prisoners of War', 'Poetry and Poets', 'Jews and Judaism']",https://www.nytimes.com/2018/08/09/magazine/searching-for-a-lost-odessa-and-a-deaf-childhood.html,nyt://article/1d8f1cab-d16d-5fbf-91ca-7c0f52e522c4,By Ilya Kaminsky
INSTRUCTION OF THE DEAF AND DUMB.,1878-08-19,article,Archives,None,Archives,[],https://www.nytimes.com/1878/08/19/archives/instruction-of-the-deaf-and-dumb.html,nyt://article/1e210e82-ce80-55e4-b666-8e44ccbcbd3b,
STATE LEGISLATURE.,1864-04-22,article,Archives,None,Archives,[],https://www.nytimes.com/1864/04/22/archives/state-legislature.html,nyt://article/1e59f6ae-9ee2-5c14-8f3a-eba2fca67094,
Streetscapes/Hunter College on 68th Street and Park Avenue; Industrial-Style Main Building Raised Storm in 1940,2004-02-29,article,News,Real Estate Desk,Real Estate,['Restoration and Rehabilitation'],https://www.nytimes.com/2004/02/29/realestate/streetscapes-hunter-college-68th-street-park-avenue-industrial-style-main.html,nyt://article/1ed78f50-d3e5-5b2c-b210-045127f22ded,By Christopher Gray
Defiantly Deaf,1994-08-28,article,News,Magazine Desk,Magazine,['Deafness'],https://www.nytimes.com/1994/08/28/magazine/defiantly-deaf.html,nyt://article/1f36badf-040f-51e0-8d20-3162cffe1e51,By Andrew Solomon
"FROM GREAT BRITAIN.; Popular Sentiment about the War--Home Entertainments--Literary and Social Progress--Statistics of Deaf, Dumb and Blind--Guesses--The Catholic Church--Irish Politics, &c.",1855-01-24,article,Archives,None,Archives,[],https://www.nytimes.com/1855/01/24/archives/from-great-britain-popular-sentiment-about-the-warhome.html,nyt://article/1f8f7d5e-4a7c-5fbb-8645-f019d8132732,Correspondence of the New-York Daily Times
FROM ALBANY.; PROCEEDINGS OF THE LEGISLATURE. Freight Charges on the Hudson River Railroad. THE ANNUAL APPROPRIATION BILL. SENATE.,1864-01-22,article,Archives,None,Archives,[],https://www.nytimes.com/1864/01/22/archives/from-albany-proceedings-of-the-legislature-freight-charges-on-the.html,nyt://article/20037771-453a-5702-982c-1f8790254cf2,
A 10-Year-Old Trouper With an Inner Wild Child,2003-02-23,article,News,Arts and Leisure Desk,Theater,['Theater'],https://www.nytimes.com/2003/02/23/theater/spring-theater-performance-a-10-year-old-trouper-with-an-inner-wild-child.html,nyt://article/2008d90e-e412-5a58-9c41-5ccaf259c150,By Jason Zinoman
"THE BALTIMORE POST OFFICE.; RECOVERY OF JEWELRY, AND LETTERS STOLEN BY THE CLERK CLAYPOLE. EDUCATION IN JAPAN. DEAF, DUMB, AND PARALYZED. INFLUENCE OF THE COMET ON THE GERMAN VINTAGE.",1874-08-27,article,Archives,None,Archives,[],https://www.nytimes.com/1874/08/27/archives/the-baltimore-post-office-recovery-of-jewelry-and-letters-stolen-by.html,nyt://article/20131853-b6e9-5d7f-81ab-9bcef18df5bd,
Deaf Athlete's Plight: Little Hope After High School,1977-01-16,article,Archives,None,Archives,[],https://www.nytimes.com/1977/01/16/archives/deaf-athletes-plight-little-hope-after-high-school.html,nyt://article/20263eac-34d0-5350-abd8-648cbf0f392d,By Paul Winfield
